feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
7.596817,179.923232,25705.938789,7.242386,334.918358,400.625828,13.932428,,3.236826,0
6.952288,185.113181,10754.416425,9.158498,282.827311,405.406533,19.179944,52.325490,3.321427,0
2.890809,241.536187,25904.519724,8.600453,378.511506,450.790892,17.804210,58.662531,3.197859,1
6.081570,145.950890,35613.976568,8.308029,326.136704,461.753125,7.824492,,3.496760,0
12.191990,169.974066,20115.345189,6.326082,351.595404,427.315581,17.961244,43.074122,4.240469,1
5.372297,162.474755,14026.377497,5.414130,363.754049,353.853482,14.933418,78.504198,2.784425,1
7.055793,223.137143,6768.088964,4.635335,404.980956,441.839570,12.333676,52.510483,2.860257,0
13.023394,173.158756,30194.312225,7.032698,305.153550,477.866295,16.912715,37.788244,2.891850,1
3.259220,136.655611,14728.654006,6.855548,237.684905,358.639019,16.450948,63.083423,4.216225,1
10.157108,129.618471,22509.176250,8.621887,,421.407368,15.613000,105.654683,3.653229,1
6.773779,205.147392,26654.044583,9.444653,313.499448,389.756251,13.927066,70.977507,3.885218,0
11.023151,142.998296,12598.651283,5.054249,320.301636,353.874550,13.935434,76.465348,5.008457,0
5.035429,230.374013,21243.944087,6.537071,332.037672,408.178059,13.132295,69.433545,2.515374,0
7.593021,229.147711,32236.910786,5.892685,295.526743,523.623575,17.490204,71.040393,3.752588,0
5.156003,158.811919,13539.558834,7.693357,344.607158,429.648531,10.198676,66.082964,3.772104,0
12.126089,184.178924,18254.323390,7.821344,331.787330,512.267656,20.247438,63.417409,4.673070,0
12.807450,,20961.620050,6.827533,345.518760,301.704184,19.285933,68.128216,4.211407,1
8.845498,,6914.636497,8.230023,243.520294,465.202729,13.401662,49.295086,3.516025,0
13.734283,155.383920,17056.082269,5.936064,,413.120902,14.191933,70.493781,3.402978,1
10.248780,174.543115,28433.204591,9.412894,440.180872,309.910530,15.394784,73.480848,3.162413,1
11.625935,193.575935,38061.506201,8.605541,,291.456152,16.509161,57.179067,4.390351,0
12.526089,203.489866,12774.929430,9.076929,387.125221,423.239390,14.878788,90.429380,2.906060,1
3.806681,134.595450,21329.051959,9.016585,375.455918,357.638532,12.428432,77.810449,3.410720,0
13.813491,202.314323,23884.675060,7.141696,309.808188,373.729206,10.844119,80.109469,3.935977,1
5.465796,190.929171,18342.774156,3.494052,333.134624,519.400234,12.827712,39.651664,4.306104,0
6.960976,186.109987,15625.941630,10.705090,,413.522133,10.416693,49.446092,3.798867,0
2.524532,179.823926,19015.894973,5.029500,251.651766,292.378654,14.952855,59.950766,3.361486,1
11.500703,227.437607,17056.361703,6.235900,243.231748,552.332403,16.283861,84.156737,3.709053,0
4.716567,244.525005,13721.282690,9.591285,367.108472,556.344019,21.245616,65.567320,3.700998,1
9.650822,179.884450,18805.423862,7.373436,312.249491,369.847005,11.903935,68.762777,3.866018,0
3.056978,189.063554,19682.919825,7.363625,297.662990,390.208123,11.520860,37.803949,3.808808,0
4.919083,,1437.341833,9.042616,294.067830,428.786533,13.829346,63.409508,4.950919,0
5.379423,181.609951,21990.691757,4.050234,357.892208,430.905028,13.142896,,4.071637,0
3.312736,216.497675,19170.751764,8.381126,337.431083,322.379700,11.828739,70.933554,4.263484,0
0.490888,191.277978,21415.642544,4.383246,334.102011,578.816899,16.747510,70.116518,3.791599,0
10.782925,205.952521,3767.537391,6.509123,330.155204,492.293009,15.097073,49.205012,5.848069,1
13.304965,191.069224,37753.306316,9.413196,327.315358,467.159822,13.831195,57.670857,4.466524,1
3.167470,197.800354,20931.611933,7.757831,286.335198,402.944607,10.457080,73.655328,2.958616,0
2.277119,216.044879,7010.277152,7.661307,341.873085,393.104309,10.364289,86.655330,5.013100,1
4.866458,219.291474,30068.617156,5.164501,380.802747,596.971597,14.327286,64.577915,2.722574,0
1.158724,132.603523,26270.625824,7.459229,,479.907696,13.562197,51.592900,2.539306,1
9.096260,188.094716,16211.858147,5.972381,335.518182,513.663215,10.259048,75.205288,4.495933,0
5.159735,102.034982,31415.731106,6.042899,325.049250,327.771066,17.459812,79.394514,2.761373,1
7.874700,195.655520,25625.121431,8.958227,329.157809,438.548297,13.200122,71.309812,3.794645,0
12.681900,177.830702,12306.877534,6.945857,357.044595,335.355462,13.922648,73.603663,3.833547,0
12.062111,176.384951,15192.925373,7.782553,319.167629,427.405638,14.467359,59.421101,4.485617,0
12.903476,245.303359,24474.107710,6.420385,275.773928,495.875174,9.910438,74.581828,3.432920,1
13.090808,206.927889,34985.498230,8.645783,366.554647,326.789379,12.497891,70.302763,4.886535,1
8.257471,231.724737,17119.632305,4.488697,276.959065,410.266089,7.029852,51.422254,3.923309,0
7.032204,215.650139,32947.438298,5.103987,302.163005,528.265376,16.569395,101.752648,3.813893,0
0.526612,249.583334,22391.690695,6.709132,320.885633,465.435570,11.710432,81.032643,4.054514,0
1.434178,187.868812,14727.429247,4.506026,347.402629,473.418276,10.629860,58.371884,4.741218,0
7.334928,,32328.398860,7.421545,317.079847,353.179229,12.319948,70.129473,3.881449,0
11.984116,192.856996,13217.636850,7.804311,349.686897,396.757320,17.930542,61.005011,3.558598,1
6.056884,274.153674,19294.113418,6.765450,357.930549,496.689702,15.696280,60.520275,5.152362,0
0.052211,181.899294,2755.910498,7.591280,313.534201,261.617126,19.135923,114.003760,2.743902,0
2.972243,196.725186,18084.292284,7.192216,296.891631,453.419426,18.808645,,4.684226,0
10.639586,239.872205,27927.486735,10.905969,318.446755,374.138486,15.204451,59.748650,4.539371,0
2.217852,225.451222,10132.834143,8.048089,299.215074,394.313194,17.327051,67.644908,4.094335,0
2.794069,180.067351,7758.114571,4.552354,323.287174,606.976885,13.971288,79.501115,2.921202,1
3.997505,251.757043,34321.389376,8.277411,421.165802,471.683826,6.800765,72.991803,3.198302,0
8.529967,211.343254,26503.987988,4.667106,327.286582,405.801728,16.208232,80.805425,2.414699,1
11.709678,242.280721,14574.468648,9.215866,290.717547,508.197695,15.093831,78.769360,4.593691,0
3.064528,215.366820,20331.413671,9.667529,377.175251,366.348659,13.324617,75.493567,3.774730,1
8.392550,220.884569,37507.841419,4.597235,358.073251,453.632301,10.600492,,4.575881,0
7.419169,172.239558,10786.246671,6.930806,375.354327,492.940909,14.969313,55.462775,4.455433,0
6.228099,241.384582,29390.504964,6.082262,276.086385,335.735412,10.828474,69.854757,3.191749,0
8.125887,173.569005,25666.592961,6.314919,321.346522,479.467014,16.654041,85.078207,4.233528,1
11.397659,198.460045,24099.554303,5.833332,315.665463,326.566412,16.520015,73.793458,4.933427,0
3.044833,230.791666,20274.657798,8.020244,362.340095,358.371408,13.798844,71.352139,3.764840,0
6.961278,185.139119,27717.715575,7.512105,271.386660,528.838632,9.396240,51.012785,3.689923,0
1.370888,199.820751,13038.298053,5.880307,375.489868,306.505746,14.465270,93.163499,4.476589,0
7.185326,196.265327,21781.312563,3.187902,297.871867,473.867719,13.765200,70.082825,3.093496,1
11.074110,201.015616,32769.884288,6.854599,404.225849,515.087875,13.037459,59.789245,3.416164,1
13.979824,214.890277,19593.874661,5.878740,318.750406,574.841340,17.217916,70.480700,3.970259,1
6.659703,148.060449,22327.593533,10.349610,370.999226,471.287123,16.143128,80.388330,3.968227,1
4.152448,179.227083,28727.822508,6.884949,354.204823,542.143032,6.362510,70.728139,3.316441,1
8.113050,262.094450,6803.317720,7.846149,304.174589,350.074752,16.678043,,3.586856,0
5.204529,133.482496,2905.694276,5.852047,283.322921,496.247598,17.479744,63.912026,3.011838,1
1.638033,175.618622,33009.784700,3.279334,332.058359,395.263992,11.848324,74.905298,4.831874,1
7.342980,221.550725,23776.821120,6.743197,332.639551,478.247942,13.905776,,5.222198,0
11.187900,137.087246,25303.764463,4.205602,338.077401,419.540148,11.405178,62.815031,4.322753,1
12.475782,168.423266,17259.462100,8.959503,289.555932,446.992678,18.011285,74.937027,2.353753,1
13.693557,170.286118,21594.867812,7.766418,293.291906,423.386737,11.697629,27.796954,4.393953,0
5.148145,246.153213,27902.757647,9.918851,264.480457,327.951994,12.373636,58.668482,4.047853,0
3.523312,168.201576,20301.728524,6.352003,330.786921,341.953451,11.519918,44.552114,3.588549,0
1.551491,216.225741,16192.748522,6.772825,378.203511,367.024397,12.623732,50.629411,1.997734,0
6.107247,175.844060,13286.145469,9.920697,341.356945,252.618041,16.188685,72.639572,4.322068,0
11.298380,196.334442,7950.233892,7.882471,291.643642,245.896426,9.033024,54.389166,4.397965,1
3.285027,159.747479,-91.627960,7.331530,316.899511,596.066892,15.424808,74.550456,3.993188,0
11.893931,148.921378,17421.814427,7.414027,349.856615,272.687109,13.622788,76.918981,5.120119,0
9.964318,181.009035,17007.041811,6.286692,391.553870,396.903510,14.306767,81.247363,2.519486,1
2.813199,151.962372,42258.218771,5.556034,280.582960,435.580476,17.730619,55.676969,5.544831,1
8.844522,190.353662,15508.210350,6.972419,358.126081,484.101680,11.943935,65.633961,4.448448,0
11.475691,199.784881,11053.241712,6.160450,326.090024,516.042290,11.171826,49.409106,2.370762,0
13.060185,209.080942,37179.578858,5.194663,311.305539,436.464857,14.367834,66.084747,3.216959,0
2.271007,244.867735,14561.085190,6.016380,369.783384,361.299660,11.212719,76.118039,5.946079,1
11.508213,241.385793,17971.288679,6.126651,343.958389,461.977017,15.304575,97.900063,4.449396,1
10.861887,160.666101,29466.660301,4.764079,305.651714,567.244321,13.601387,63.024738,3.842247,1
3.412103,172.001062,29700.834007,6.902170,302.163036,423.209697,11.038887,59.225656,3.764038,1
4.124140,250.054287,29809.465933,8.316693,421.178788,490.694997,14.015696,61.539167,4.072827,1
13.399176,194.230256,26861.560841,5.539030,299.086940,530.595268,15.311225,60.963303,4.453456,1
5.068225,183.631220,12981.974259,7.488847,313.516976,357.498957,9.076120,64.847008,4.467946,0
4.045665,230.247626,15528.317096,6.264471,434.896370,414.440682,17.524511,48.533569,4.474942,1
10.080156,175.982973,17131.135316,5.777191,324.409005,462.709698,11.009982,29.783770,3.317530,1
1.860684,225.846913,26627.067708,7.192083,350.323155,544.427853,17.154433,77.365264,3.725663,0
6.764370,186.309696,19005.829121,4.485951,,406.742457,11.178543,63.373585,4.380954,0
5.013864,237.402271,30631.105659,7.628344,350.268844,417.555580,14.233667,47.370624,5.073139,1
7.615809,191.318475,23550.268830,6.219967,328.275713,330.387548,14.412264,91.250803,4.727833,0
8.445502,222.204072,24288.230060,6.244626,418.169464,372.146187,19.727649,73.910587,4.081644,0
8.961504,229.856868,2194.313071,7.112604,294.096754,474.768180,17.019248,78.974583,2.975943,0
6.053587,247.676736,22834.365214,9.713020,249.630980,460.191219,12.759639,80.478153,3.117323,0
12.417054,170.482794,12484.858460,6.720422,429.093261,325.407299,15.712153,59.219004,3.898830,1
11.699465,183.695444,29189.886807,7.929500,306.477456,491.787313,14.053691,46.861564,3.060587,1
13.067009,150.628111,20030.378273,6.115561,287.905565,442.908938,14.068389,63.472953,2.646824,0
6.242679,140.838135,27844.877258,5.309960,380.644411,436.066981,11.821461,73.215358,4.863809,0
10.221203,180.064471,27282.834804,6.649157,377.395814,437.225927,14.186346,70.860227,3.483916,0
6.029741,201.079049,16722.457928,8.240696,356.580685,409.902909,14.119196,81.843117,4.813921,0
3.902959,236.074161,15370.823105,7.669886,342.363587,403.673953,10.668565,84.101768,4.672122,0
9.126410,182.658365,30820.959259,6.694448,301.889718,504.070738,14.837632,46.841309,5.081916,1
13.243820,257.119703,33197.076002,9.298458,368.650470,509.044213,12.504481,60.433100,3.002869,0
11.260310,201.794958,14684.483611,7.095453,349.109279,461.648913,18.087904,49.166667,2.251857,1
3.992825,224.158121,7637.259304,9.597099,289.211278,451.284949,7.988070,73.629951,3.297496,0
3.193481,187.764322,29115.210628,5.859300,318.097386,475.528861,16.142187,69.445649,4.062230,1
10.803036,155.703655,9094.440614,7.008823,318.772922,343.934630,9.734707,81.201445,3.141909,0
9.871799,246.632615,21222.193734,6.562145,310.585442,339.435129,14.906774,53.533172,4.647642,1
12.090424,186.646712,3570.123957,7.050832,255.350856,425.744427,14.164568,72.348618,3.269298,0
2.049063,231.517467,31027.713822,7.687601,256.075222,421.242734,10.915934,75.779444,3.575334,0
12.063509,184.090112,24944.157158,7.638559,328.000031,278.180066,11.707889,57.932856,3.836946,1
6.056756,214.689305,18173.577644,5.821653,345.559770,398.006165,17.042338,59.920147,3.817048,0
3.826837,190.801145,10923.058616,4.842579,315.126862,429.564231,15.514502,37.641144,4.104183,0
4.805425,184.799023,-2644.540576,5.999050,375.079245,633.834575,14.459702,44.114028,4.218627,0
13.909055,191.107393,20864.314961,6.170447,258.620876,326.575933,16.850763,86.486461,4.643680,1
13.384450,217.698565,27473.017145,6.841154,323.148501,323.057639,16.269025,71.949427,5.166808,0
1.172444,157.192040,23602.787587,7.396896,359.967418,459.365754,14.730990,42.352668,3.509564,1
4.412639,164.676821,10229.601966,6.531636,321.584244,379.806474,15.508727,57.542245,5.330031,0
10.074106,227.303147,28021.288927,8.454524,280.672672,521.468271,12.717035,50.079236,3.421635,0
0.494552,172.301389,24609.751774,6.376406,366.215095,294.940198,15.442045,52.520132,4.789209,0
0.502931,201.666524,7843.858778,4.538651,339.508208,451.454511,11.735128,40.693836,4.181123,0
0.628464,,6791.912848,9.151965,322.417585,380.077208,14.181093,57.584822,4.985208,1
12.158228,188.832123,13150.129030,8.539218,395.865852,328.919904,13.981395,47.617105,3.211070,0
4.672254,230.890795,32302.700642,6.539344,266.988678,480.071515,14.231432,83.206514,4.480185,0
4.462358,198.401483,16135.777782,8.538550,303.198567,488.660920,14.210743,73.847304,4.217485,0
11.106813,,36949.351873,2.585186,,506.835431,16.184742,75.812893,4.791827,1
4.459928,183.071564,32600.117351,6.344959,365.119008,485.719606,14.470915,,3.911097,0
10.338032,198.799464,7068.901651,4.166994,299.032005,362.407232,10.096036,48.048509,4.236838,0
5.170770,138.557979,19486.489604,7.132860,332.308175,419.984240,10.805155,94.142398,4.484441,0
4.165270,143.253520,50658.299883,6.662535,259.911547,428.719668,15.619408,76.856278,3.684430,1
5.421171,208.647226,21687.146917,6.877301,331.150939,487.271152,13.819365,55.352050,5.938206,1
2.352521,138.956753,27962.430493,6.908539,298.245660,513.629647,12.937571,59.725699,3.326214,0
1.050156,237.298772,24913.615770,6.189910,273.679942,481.651472,16.471675,69.238193,4.971502,1
12.196820,222.604437,19366.860131,6.658679,328.210245,461.309997,13.871337,56.123424,4.420305,0
12.157365,156.908809,15340.315657,5.491186,299.150030,265.140327,13.148888,48.609240,4.790516,1
6.451499,,24215.819287,7.180849,312.330128,411.423868,14.417087,63.806050,3.688009,1
9.637267,117.833549,25553.839805,7.067420,319.271940,484.286713,17.771598,88.762271,2.738675,1
12.077095,205.237528,27010.196190,5.142439,340.401683,448.486122,16.931860,74.769282,4.388808,0
5.470127,192.296013,29176.177617,9.866895,325.166824,417.489780,17.944141,96.687542,4.878957,0
9.965345,238.446581,12129.953390,4.965719,291.767499,544.644658,11.952099,46.531888,2.864509,0
10.567080,210.391452,13593.922392,6.134509,,477.772121,13.094226,86.969729,4.085467,0
1.093045,245.181269,28409.775140,4.921005,269.737944,417.164094,16.731898,47.325854,1.659573,1
1.934269,223.335666,23113.917013,3.387466,290.557048,586.571693,6.311857,54.458903,5.597631,0
10.504620,164.985207,4970.072817,6.580440,307.027649,334.280078,18.157859,60.016991,4.455235,0
9.879085,189.314608,13255.625069,8.906155,348.519435,457.004613,8.741334,85.138892,3.899224,0
2.593745,168.175565,42405.439565,8.876285,390.340781,465.643579,9.422024,59.723605,3.657501,1
11.574247,185.100038,18530.674963,6.440957,425.374161,240.187753,10.059672,78.372818,4.924599,0
11.212616,178.657941,19239.456640,9.024714,324.440856,428.451515,11.378616,41.092721,2.746207,1
4.658409,187.712272,24759.483661,7.586716,254.296090,387.613958,13.090237,83.644661,3.905686,0
4.763948,238.613814,25811.728176,6.565486,309.167901,376.912141,20.602716,76.650927,5.304504,0
1.548008,177.432865,9477.840124,4.694985,391.675891,495.310651,13.255405,75.737557,3.948512,0
6.236764,156.844618,15489.044969,9.075850,365.560398,383.202336,14.212330,46.059145,3.009118,0
1.536658,174.868560,35133.928419,9.634233,346.635444,427.484599,12.947174,69.278390,4.468741,1
7.607700,179.805166,13075.076515,8.047941,,403.356096,6.457195,82.783277,3.997690,0
8.744166,176.451149,22104.286417,6.259569,354.813118,287.489915,10.500890,71.422774,4.124040,0
8.147176,189.696762,34155.867306,7.971969,271.358615,569.990923,22.709752,45.929246,2.977820,0
1.003080,181.352678,20657.770787,7.519636,278.065249,431.910416,15.449882,88.465485,3.807516,1
8.703386,230.806702,20906.247108,6.548883,337.822984,504.280153,17.392478,92.467797,3.457200,0
10.531009,224.413738,13662.977344,6.826656,302.633062,495.379300,6.161092,39.058613,3.629913,0
1.985945,170.814020,14883.061661,6.225087,311.522974,465.211956,13.338800,72.055029,3.200836,0
8.331075,226.788703,31460.556990,8.424951,338.479137,613.831584,13.641105,,4.832106,0
11.466777,240.139234,26646.922677,5.668060,292.676307,434.142581,14.713442,46.271111,5.067793,1
2.710672,195.500644,23869.885636,3.854421,349.348189,435.539138,15.459493,96.283340,5.083905,0
12.787809,168.380511,17254.164790,7.862999,322.564006,443.880391,14.567804,43.354415,2.484566,0
13.606797,,35917.350614,7.264560,340.141912,332.584074,14.613727,57.429214,3.402766,1
9.963024,192.919241,37034.370262,8.475090,355.277637,406.363143,13.849446,78.141583,3.274596,1
12.208501,206.282105,22962.575856,6.323711,,454.694295,9.195707,54.602442,3.127800,0
3.804958,161.551202,14228.940513,7.481332,339.877565,326.581590,15.913940,47.351559,4.810883,0
9.309557,262.677943,12030.409576,8.935546,306.705984,489.783059,14.026869,64.585643,3.358678,0
12.966020,189.288247,41408.572814,6.292681,280.792503,419.070354,16.903969,51.062063,4.343174,0
0.626206,212.599806,44179.635626,5.367457,302.770246,343.011192,15.345424,67.523338,3.593016,0
11.491544,,15849.879790,6.010311,344.842070,337.509256,10.436476,64.300624,4.919548,0
3.316924,200.699293,23278.805343,8.934484,313.601385,480.061971,18.270285,72.652359,4.713450,1
11.215584,122.361721,3867.833816,5.749070,345.325232,403.976303,7.502556,48.276913,3.326475,0
8.993874,154.137730,14419.334087,7.073874,429.293911,552.857176,10.824344,51.475616,4.317612,0
11.221624,116.708198,38303.783362,6.957168,320.019218,318.971360,14.913178,88.891980,3.450606,0
5.613930,227.525957,28398.488466,8.031435,347.111028,374.120920,13.706947,41.294512,3.547790,0
6.303025,151.490663,28846.650655,7.194140,322.283101,438.398462,12.354885,53.472266,3.397138,1
12.940163,146.097678,18601.905777,8.154281,362.646605,386.524198,10.982400,85.633859,4.739215,1
0.997272,232.131394,12420.925495,5.637881,331.514565,448.605739,16.409457,71.680407,3.630196,1
2.186810,180.363408,18701.856810,9.832883,299.699253,437.357723,11.831323,45.708636,3.132063,0
13.619654,190.796110,31338.581811,13.393688,332.328658,611.821763,14.460895,,3.656618,1
12.785518,230.561890,24897.213655,7.477585,335.247544,539.374702,17.493717,80.025007,4.340164,0
2.056153,211.939805,27192.219635,6.793052,327.092183,444.137377,17.539278,63.853809,3.840661,0
13.628429,206.291058,27210.547116,4.751591,329.676896,414.320564,19.029751,89.618449,5.076074,1
3.716376,217.280077,14980.166452,8.849499,326.133041,445.580623,12.089034,120.172311,3.060154,0
12.489496,133.982370,22530.115697,5.550811,346.954024,382.779172,13.894685,53.960069,4.686150,1
12.666853,237.780173,13462.015036,8.650319,306.325116,453.835471,20.078110,74.913892,3.814736,0
0.332441,238.954624,12123.105897,9.684044,358.308858,400.815277,16.519406,109.033168,4.914078,1
0.135963,255.625057,25709.749709,8.897806,341.768366,479.774243,14.432677,67.916967,5.246568,1
4.577928,129.374521,9844.075873,9.743338,294.370002,395.767316,9.686204,82.769312,3.261512,0
13.036499,169.276886,34579.304799,5.106782,287.415278,345.800757,13.563154,59.254878,3.830036,1
11.078812,178.515348,23343.707529,4.414206,345.562923,481.847710,11.249412,76.258256,3.651725,0
5.415914,251.182594,9564.306466,9.398578,334.009947,385.986528,17.374579,75.606490,4.996744,1
12.012151,214.716763,16324.083843,7.350283,359.085219,469.604537,15.110601,62.731259,3.516217,0
4.305866,253.438212,11834.250689,7.680391,327.164330,490.980975,7.178821,69.243430,3.466124,0
4.863844,211.137350,29720.268554,5.781114,327.192038,438.950536,10.318483,68.617206,4.570583,0
2.666697,176.190709,26402.984892,5.701057,268.757888,415.178822,12.425176,66.529882,3.463931,1
13.433715,155.145255,21878.729222,5.465366,283.958207,375.347847,16.372905,56.585352,4.196725,0
11.250829,178.485587,36007.444655,4.331369,346.233961,367.212876,15.178323,75.292407,4.027306,0
6.473947,241.564422,21839.969830,8.320947,317.684949,465.202122,13.957177,49.567329,4.401216,0
3.699872,169.512072,19257.703820,8.684085,323.047032,246.139181,9.587706,92.944506,2.924200,0
13.523714,,13318.047254,7.863726,351.585188,407.612048,14.707279,47.228905,4.522390,1
5.555480,205.824598,10858.867992,8.470605,288.634730,523.001395,18.624814,81.478503,3.539714,1
2.949878,240.742188,24807.446833,6.452498,,508.777618,15.686407,68.091023,4.732349,0
5.945189,274.828931,28585.935109,3.972965,277.140606,493.227685,15.977194,70.621041,3.239107,0
10.067704,236.902108,20645.822414,5.714340,336.228778,567.673787,13.186032,59.744200,3.564040,0
10.789587,227.918118,23960.493133,8.978213,324.560578,464.517125,13.252836,54.963583,3.647097,0
1.525798,139.652780,21948.333340,8.664759,257.150315,455.566907,15.180043,60.876179,3.019663,1
13.243031,184.765820,36413.756388,6.267328,423.924714,380.830893,21.677350,65.751030,4.563122,1
9.443991,184.742568,23341.363846,7.114042,356.769948,518.552295,14.533523,43.638481,5.463858,1
0.874941,,31626.792030,8.666401,372.348463,370.958742,15.265223,43.110996,4.714337,0
11.724110,167.010551,19833.134723,7.173633,338.054457,451.203949,11.298946,69.986007,3.797128,0
13.606652,222.200655,13918.721103,5.704624,,514.519822,12.371594,55.664647,4.635818,0
11.728467,236.934239,7711.428376,6.011554,291.902037,480.939666,7.433432,66.757731,3.652756,1
0.136988,200.278386,11772.612733,7.582682,276.931209,539.144049,16.673392,47.204936,3.101962,0
6.623245,187.426071,24943.818847,6.115478,315.343562,420.082259,23.779873,95.097292,3.739741,0
8.248433,202.799034,12462.707811,8.090783,301.075847,251.926189,12.535591,55.090785,3.787552,0
12.431982,,30812.852385,6.618985,340.205480,396.981475,12.843509,67.489346,3.991616,1
7.038647,222.095945,17756.137378,7.696160,364.412241,444.559284,8.484148,73.409538,3.820251,0
1.082533,169.049224,4837.738783,6.189341,311.961916,428.842459,14.702806,90.676242,3.766239,0
13.069357,242.967812,22649.792506,7.371064,329.448155,372.285725,18.477877,64.979372,2.989785,1
13.324301,197.713492,16764.592833,7.837124,314.021788,399.473705,12.970712,27.432813,3.134548,1
6.806271,190.992022,37544.746946,8.075977,328.520760,381.352162,13.743351,44.148358,4.149287,0
0.748198,,27126.422052,8.338886,373.076860,497.644456,20.029038,96.536287,3.261212,1
11.744470,174.119493,12221.761638,10.660542,354.974379,328.922333,11.584225,,3.676815,1
10.383417,224.611512,21834.754347,7.911600,368.652614,358.335144,18.122269,68.508987,4.338619,0
13.597277,265.291961,8553.700825,6.826819,425.754348,306.140606,13.232336,88.069771,3.158330,0
0.102392,210.450386,7451.038431,7.530041,339.373868,381.165220,9.224427,62.390964,4.354791,0
6.096922,203.047270,20349.212424,4.342719,346.402319,388.787190,11.522278,86.296169,4.656409,0
3.973234,181.129032,25646.586037,6.503319,350.154921,560.331903,15.785119,75.653968,4.778517,0
1.507871,244.304701,16647.089046,5.986035,316.079053,403.061078,15.669103,38.390330,3.836192,1
10.291884,232.704770,31078.823486,8.736975,346.146078,496.437295,16.309025,83.333494,4.153221,1
4.777009,147.823045,5043.837792,7.420965,276.704609,534.259442,16.995850,60.344084,4.310844,0
0.545568,227.542811,25894.664265,9.341872,280.849191,275.165388,15.207570,60.811280,3.791480,0
1.870775,174.813142,23162.042275,7.664844,332.660632,332.519987,15.867950,75.632341,3.927848,0
11.284004,158.436069,7943.163090,6.130551,,310.590346,13.880654,20.380335,3.924397,0
8.482194,193.755725,24791.504199,7.445257,326.240531,448.320600,20.341571,84.529172,4.110381,0
3.010709,174.798327,18289.560166,5.868425,356.920588,436.864599,10.047103,53.900701,3.712043,0
9.744591,233.266054,31384.068126,7.726092,354.110906,281.256324,11.404491,67.280999,4.326367,0
1.825667,155.554751,7301.206133,7.971454,360.883215,259.355555,20.941655,,3.620371,0
9.424629,154.638080,26879.909968,6.792485,332.019077,453.872085,16.955933,58.737786,3.948259,0
9.170564,165.561883,18486.296003,6.207111,,381.210143,19.125691,70.579912,3.042680,1
0.077360,191.420763,34367.728107,5.472223,,341.003147,16.275619,,3.424208,1
7.161217,214.842049,43502.062675,7.981434,264.067785,377.789419,23.883448,74.443603,4.395059,0
10.168416,160.987650,17686.310111,5.366259,306.243662,413.548024,11.924007,88.009705,5.506577,1
10.619472,172.658407,18561.517491,8.969344,316.278853,453.322220,10.157965,79.460189,5.080936,1
9.879917,145.566038,20130.374285,8.938423,277.124366,624.603065,12.145337,24.034527,5.047315,0
12.390639,189.482062,20272.686490,7.296515,296.110490,328.590034,10.860575,72.990615,4.500908,0
10.586910,163.026504,29775.296145,8.037485,300.074225,415.548940,17.648809,88.712713,3.337863,0
12.907859,265.340718,16090.555093,9.187467,267.239097,569.186882,10.822309,60.850457,4.079755,0
5.807298,257.490252,14314.361608,7.978068,343.007372,493.798532,11.555369,56.013787,4.914194,0
0.478254,165.908412,20455.411672,7.015645,312.556866,494.113139,11.103478,63.488970,5.472376,1
2.534048,200.157551,20884.347696,6.343248,375.010818,360.910223,20.491496,78.445469,2.772794,1
4.028952,209.186230,33563.295051,7.222363,298.989568,444.996062,15.552356,52.745233,3.640867,1
0.585083,178.230925,16183.936024,7.490522,378.631756,336.559631,23.567167,72.498202,2.862404,1
1.514234,,15654.629607,7.211248,303.270484,474.500185,15.121704,73.457325,3.594490,0
7.262908,216.187107,26021.650663,8.018009,323.732648,394.124753,11.774714,82.809473,3.947316,0
3.534851,186.993842,25491.994298,4.176764,272.801764,439.983086,11.514512,52.818105,3.581500,1
3.997492,186.027691,12017.665598,5.237377,252.137512,411.661661,5.798905,76.818705,3.720120,0
10.380573,194.690515,17731.148218,5.264869,362.466348,435.947423,21.386612,56.981920,3.901719,0
11.965515,235.215273,8881.285362,7.284728,311.499954,528.608354,13.921176,67.269077,3.945485,1
12.068557,187.302756,27504.194380,5.973881,299.314987,462.476602,16.471388,94.555715,4.681803,1
5.188702,208.066829,13554.485319,6.231649,343.762036,496.953003,12.604113,72.274165,4.311959,0
9.934821,203.304237,14878.365931,9.287929,265.967922,628.066079,16.826584,59.030704,4.568878,1
11.932265,218.550138,17175.712082,10.396769,348.112909,445.588475,18.834386,,2.483051,1
2.113406,189.445771,12723.128486,7.248383,336.033132,462.817539,12.161181,,3.996024,0
2.807751,179.919621,21164.700487,5.931417,336.840220,402.608405,8.519296,68.515391,1.519771,1
9.071444,173.638764,28400.088819,5.666218,286.851255,386.170948,16.108763,86.919860,2.337297,1
3.717705,203.284939,23189.548076,7.287636,272.370434,233.785027,13.000737,42.148588,4.269179,0
2.697480,200.145621,39286.859500,4.284351,344.404161,474.240172,20.133211,56.302613,3.877837,1
5.145283,187.457451,21933.475370,7.659761,367.020888,483.511407,17.857854,61.255310,3.956942,1
0.223765,202.797382,6027.810052,5.431992,,439.526769,14.248221,79.816155,3.029485,0
6.136470,271.399465,20358.409264,9.637685,365.268915,437.767323,13.431503,65.138615,3.932714,0
0.661779,220.935307,15412.101062,6.096354,336.041311,435.209611,20.158123,47.997943,3.508194,1
3.425943,136.970596,28912.054942,6.767427,307.043578,333.857814,14.593771,77.204633,5.121528,1
